lakeid,sampledate,avsnow,totice,whiteice,extcoef,lakeid,sampledate,depth,o2,deck,light,frlight,,sampledate,avsnow,totice,whiteice,extcoef
,,,,,,SP,11/15/11,2,9.6,149,16.32,0.109,,,,,,
,,,,,,SP,11/15/11,3,9.6,148,9.81,0.066,,,,,,
,,,,,,SP,11/15/11,4,9.6,148,6.73,0.045,,,,,,
,,,,,,SP,11/15/11,5,9.6,151,4.31,0.029,,,,,,
,,,,,,SP,11/15/11,6,9.6,156,2.83,0.018,,,,,,
,,,,,,SP,11/15/11,7,9.6,162,1.86,0.012,,,,,,
,,,,,,SP,11/15/11,8,9.5,173,1.27,0.007,,,,,,
,,,,,,SP,11/15/11,9,9.5,185,0.82,0.004,,,,,,
,,,,,,SP,11/15/11,10,9.5,,,,,,,,,
,,,,,,SP,11/15/11,11,9.5,,,,,,,,,
,,,,,,SP,11/15/11,12,9.5,,,,,,,,,
,,,,,,SP,11/15/11,13,9.5,,,,,,,,,
,,,,,,SP,11/15/11,14,9.5,,,,,,,,,
,,,,,,SP,11/15/11,15,9.5,,,,,,,,,
,,,,,,SP,11/15/11,16,9.4,,,,,,,,,
,,,,,,SP,11/15/11,17,9.4,,,,,,,,,
,,,,,,SP,11/15/11,18,9.4,,,,,,,,,
,,,,,,SP,1/12/12,0,13.3,318,9.47,0.03,,1/12/12,9,29,1,0.372
,,,,,,SP,1/12/12,1,12.7,323,7.22,0.022,,,,,,
,,,,,,SP,1/12/12,2,11.7,328,4.29,0.013,,,,,,
,,,,,,SP,1/12/12,3,11.4,330,2.91,0.009,,,,,,
,,,,,,SP,1/12/12,4,11.2,332,1.97,0.006,,,,,,
,,,,,,SP,1/12/12,5,10.9,333,1.38,0.004,,,,,,
,,,,,,SP,1/12/12,6,10.7,336,1.05,0.003,,,,,,
,,,,,,SP,1/12/12,7,10.6,338,0.78,0.002,,,,,,
,,,,,,SP,1/12/12,8,10.4,340,0.59,0.002,,,,,,
,,,,,,SP,1/12/12,9,10.3,342,0.42,0.001,,,,,,
,,,,,,SP,1/12/12,10,10.2,,,,,,,,,
,,,,,,SP,1/12/12,10,,,,,,,,,,
,,,,,,SP,1/12/12,11,9.9,,,,,,,,,
,,,,,,SP,1/12/12,12,9.6,,,,,,,,,
,,,,,,SP,1/12/12,13,9.3,,,,,,,,,
,,,,,,SP,1/12/12,14,8.9,,,,,,,,,
,,,,,,SP,1/12/12,15,8.3,,,,,,,,,
,,,,,,SP,1/12/12,16,6.5,,,,,,,,,
,,,,,,SP,1/12/12,17,5.3,,,,,,,,,
,,,,,,SP,1/12/12,18,0.9,,,,,,,,,
,,,,,,SP,2/21/12,0,12.7,165,4.37,0.027,,2/21/12,9.4,41,11,0.285
,,,,,,SP,2/21/12,0,,,,,,,,,,
,,,,,,SP,2/21/12,1,12.4,163,3.56,0.022,,,,,,
,,,,,,SP,2/21/12,2,11.4,157,2.35,0.015,,,,,,
,,,,,,SP,2/21/12,3,10.8,159,1.83,0.011,,,,,,
,,,,,,SP,2/21/12,4,10.6,161,1.4,0.009,,,,,,
,,,,,,SP,2/21/12,5,10.3,160,1.03,0.006,,,,,,
,,,,,,SP,2/21/12,6,10,160,0.84,0.005,,,,,,
,,,,,,SP,2/21/12,7,9.8,163,0.68,0.004,,,,,,
,,,,,,SP,2/21/12,8,9.6,164,0.55,0.003,,,,,,
,,,,,,SP,2/21/12,9,9.4,,,,,,,,,
,,,,,,SP,2/21/12,10,9.2,,,,,,,,,
,,,,,,SP,2/21/12,11,9.2,,,,,,,,,
,,,,,,SP,2/21/12,12,8.9,,,,,,,,,
,,,,,,SP,2/21/12,13,8.5,,,,,,,,,
,,,,,,SP,2/21/12,14,7.7,,,,,,,,,
,,,,,,SP,2/21/12,15,7.2,,,,,,,,,
,,,,,,SP,2/21/12,16,4.7,,,,,,,,,
,,,,,,SP,2/21/12,17,1,,,,,,,,,
,,,,,,SP,2/21/12,18,,,,,,,,,,
,,,,,,SP,4/2/12,0,10.5,1153,1148.3,0.987,,,,,,
,,,,,,SP,4/2/12,1,10.5,1494,1000.7,0.67,,,,,,
,,,,,,SP,4/2/12,2,10.6,1239,383.48,0.309,,,,,,
,,,,,,SP,4/2/12,3,10.6,825,188.94,0.229,,,,,,
,,,,,,SP,4/2/12,4,10.6,803,131.11,0.162,,,,,,
,,,,,,SP,4/2/12,5,10.6,1537,170.44,0.111,,,,,,
,,,,,,SP,4/2/12,6,10.6,1330,104.33,0.078,,,,,,
,,,,,,SP,4/2/12,7,10.6,1515,79.42,0.052,,,,,,
,,,,,,SP,4/2/12,8,10.6,1504,56.74,0.038,,,,,,
,,,,,,SP,4/2/12,9,10.6,1110,27.57,0.025,,,,,,
,,,,,,SP,4/2/12,10,10.6,1535,25.43,0.017,,,,,,
,,,,,,SP,4/2/12,11,10.6,1142,13.25,0.012,,,,,,
,,,,,,SP,4/2/12,12,10.6,1493,12.77,0.009,,,,,,
,,,,,,SP,4/2/12,13,10.6,1484,9.05,0.006,,,,,,
,,,,,,SP,4/2/12,14,10.5,1385,5.71,0.004,,,,,,
,,,,,,SP,4/2/12,15,10.5,835,2.28,0.003,,,,,,
,,,,,,SP,4/2/12,16,10.5,919,1.73,0.002,,,,,,
,,,,,,SP,4/2/12,17,10.4,1406,2.07,0.001,,,,,,
,,,,,,SP,4/2/12,18,9.9,,,,,,,,,
,,,,,,SP,4/2/12,18,,,,,,,,,,
,,,,,,SP,4/17/12,0,11.2,1673,1483.5,0.886,,,,,,
,,,,,,SP,4/17/12,1,11.2,1690,904.82,0.536,,,,,,
,,,,,,SP,4/17/12,2,11.2,1695,700.06,0.413,,,,,,
,,,,,,SP,4/17/12,3,11.2,1709,496.11,0.291,,,,,,
,,,,,,SP,4/17/12,4,11.2,1703,353.79,0.208,,,,,,
,,,,,,SP,4/17/12,5,11.1,1679,243.57,0.145,,,,,,
,,,,,,SP,4/17/12,6,11.1,1614,171.71,0.106,,,,,,
,,,,,,SP,4/17/12,7,11.1,1551,108.93,0.07,,,,,,
,,,,,,SP,4/17/12,8,11,1600,83.5,0.052,,,,,,
,,,,,,SP,4/17/12,8,,,,,,,,,,
,,,,,,SP,4/17/12,9,10.9,1591,58.59,0.037,,,,,,
,,,,,,SP,4/17/12,10,10.9,1570,42.44,0.027,,,,,,
,,,,,,SP,4/17/12,11,10.8,1581,31.45,0.02,,,,,,
,,,,,,SP,4/17/12,12,10.8,1585,23.41,0.015,,,,,,
,,,,,,SP,4/17/12,13,10.7,1576,17.6,0.011,,,,,,
,,,,,,SP,4/17/12,14,10.6,1575,13.11,0.008,,,,,,
,,,,,,SP,4/17/12,15,10.4,1553,9.59,0.006,,,,,,
,,,,,,SP,4/17/12,16,10.2,1550,7.09,0.005,,,,,,
,,,,,,SP,4/17/12,17,10.1,1542,5.27,0.003,,,,,,
,,,,,,SP,4/17/12,18,10,,,,,,,,,
,,,,,,SP,5/2/12,0,11.4,1916,1818.9,0.95,,,,,,
,,,,,,SP,5/2/12,0,,,,,,,,,,
,,,,,,SP,5/2/12,1,11.4,1051,616.51,0.587,,,,,,
,,,,,,SP,5/2/12,2,11.5,779,291.72,0.375,,,,,,
,,,,,,SP,5/2/12,3,11.5,1211,380.89,0.315,,,,,,
,,,,,,SP,5/2/12,4,11.5,1918,510.14,0.266,,,,,,
,,,,,,SP,5/2/12,5,11.5,845,138,0.163,,,,,,
,,,,,,SP,5/2/12,6,11.5,965,128.82,0.134,,,,,,
,,,,,,SP,5/2/12,7,11.5,646,57.74,0.089,,,,,,
,,,,,,SP,5/2/12,8,11.6,586,41.17,0.07,,,,,,
,,,,,,SP,5/2/12,9,11.7,578,28.39,0.049,,,,,,
,,,,,,SP,5/2/12,10,11.5,582,21.25,0.037,,,,,,
,,,,,,SP,5/2/12,11,10.9,606,16.27,0.027,,,,,,
,,,,,,SP,5/2/12,12,10.6,695,14.19,0.02,,,,,,
,,,,,,SP,5/2/12,13,10.5,1749,26.8,0.015,,,,,,
,,,,,,SP,5/2/12,14,10.4,999,10.94,0.01,,,,,,
,,,,,,SP,5/2/12,15,10.2,776,5.76,0.007,,,,,,
,,,,,,SP,5/2/12,16,9.9,1479,7.68,0.005,,,,,,
,,,,,,SP,5/2/12,17,9.5,1890,7.59,0.004,,,,,,
,,,,,,SP,5/2/12,18,9.3,1073,3.51,0.003,,,,,,
,,,,,,SP,5/16/12,0,10.1,1688,1587.7,0.941,,,,,,
,,,,,,SP,5/16/12,1,10.1,,,,,,,,,
,,,,,,SP,5/16/12,2,10.1,1716,1078.3,0.628,,,,,,
,,,,,,SP,5/16/12,3,10.1,1686,660.44,0.392,,,,,,
,,,,,,SP,5/16/12,4,10.1,1676,508.79,0.304,,,,,,
,,,,,,SP,5/16/12,5,10.4,1687,380.37,0.226,,,,,,
,,,,,,SP,5/16/12,6,11.8,1652,288.47,0.175,,,,,,
,,,,,,SP,5/16/12,7,12.4,1662,225.01,0.135,,,,,,
,,,,,,SP,5/16/12,8,12.4,1639,165.12,0.101,,,,,,
,,,,,,SP,5/16/12,8,,,,,,,,,,
,,,,,,SP,5/16/12,9,12.5,1673,116.53,0.07,,,,,,
,,,,,,SP,5/16/12,10,12.4,1677,83.4,0.05,,,,,,
,,,,,,SP,5/16/12,11,12,1680,59.83,0.036,,,,,,
,,,,,,SP,5/16/12,12,11.8,1667,41.83,0.025,,,,,,
,,,,,,SP,5/16/12,13,11.3,1671,27.37,0.016,,,,,,
,,,,,,SP,5/16/12,14,10.5,1629,16.65,0.01,,,,,,
,,,,,,SP,5/16/12,15,9,1661,10.08,0.006,,,,,,
,,,,,,SP,5/16/12,16,8.2,1655,6.48,0.004,,,,,,
,,,,,,SP,5/16/12,17,7.5,1627,4.16,0.003,,,,,,
,,,,,,SP,5/16/12,18,6.9,1644,2.65,0.002,,,,,,
,,,,,,SP,5/31/12,0,9.5,1694,1598.6,0.941,,,,,,
,,,,,,SP,5/31/12,1,9.5,1683,1331.3,0.791,,,,,,
,,,,,,SP,5/31/12,2,9.5,1692,844.64,0.499,,,,,,
,,,,,,SP,5/31/12,3,9.5,1714,593.82,0.346,,,,,,
,,,,,,SP,5/31/12,4,9.5,1706,474.82,0.278,,,,,,
,,,,,,SP,5/31/12,5,9.5,1697,367.28,0.216,,,,,,
,,,,,,SP,5/31/12,6,9.5,1703,265.82,0.156,,,,,,
,,,,,,SP,5/31/12,7,10.7,1717,208.55,0.121,,,,,,
,,,,,,SP,5/31/12,8,12.3,1745,149.04,0.085,,,,,,
,,,,,,SP,5/31/12,9,12.7,1764,104.27,0.059,,,,,,
,,,,,,SP,5/31/12,10,12.3,1800,74.33,0.041,,,,,,
,,,,,,SP,5/31/12,11,12.1,1803,50.21,0.028,,,,,,
,,,,,,SP,5/31/12,12,11.2,1839,34.88,0.019,,,,,,
,,,,,,SP,5/31/12,12,,,,,,,,,,
,,,,,,SP,5/31/12,13,10,1852,20.71,0.011,,,,,,
,,,,,,SP,5/31/12,14,9.1,1838,12.45,0.007,,,,,,
,,,,,,SP,5/31/12,15,7.6,1826,7.56,0.004,,,,,,
,,,,,,SP,5/31/12,16,6.1,1806,4.62,0.003,,,,,,
,,,,,,SP,5/31/12,17,5.1,1805,2.87,0.002,,,,,,
,,,,,,SP,5/31/12,18,4.3,1802,1.57,0.001,,,,,,
,,,,,,SP,6/14/12,0,8.9,113,85.45,0.759,,,,,,
,,,,,,SP,6/14/12,1,8.9,112,46.6,0.414,,,,,,
,,,,,,SP,6/14/12,2,8.9,113,38.8,0.345,,,,,,
,,,,,,SP,6/14/12,3,8.9,113,32.61,0.29,,,,,,
,,,,,,SP,6/14/12,4,8.9,112,26.2,0.233,,,,,,
,,,,,,SP,6/14/12,5,8.9,112,21.2,0.189,,,,,,
,,,,,,SP,6/14/12,6,9.5,112,16.78,0.149,,,,,,
,,,,,,SP,6/14/12,7,11.2,112,12.76,0.114,,,,,,
,,,,,,SP,6/14/12,8,12.7,112,9.34,0.083,,,,,,
,,,,,,SP,6/14/12,9,13,112,6.25,0.056,,,,,,
,,,,,,SP,6/14/12,10,12.7,112,4.46,0.04,,,,,,
,,,,,,SP,6/14/12,11,11.8,112,3.23,0.029,,,,,,
,,,,,,SP,6/14/12,12,11.1,112,2.12,0.019,,,,,,
,,,,,,SP,6/14/12,13,8.7,,,,,,,,,
,,,,,,SP,6/14/12,14,7,,,,,,,,,
,,,,,,SP,6/14/12,15,5.3,,,,,,,,,
,,,,,,SP,6/14/12,15,,,,,,,,,,
,,,,,,SP,6/14/12,16,4.3,,,,,,,,,
,,,,,,SP,6/14/12,17,3.1,,,,,,,,,
,,,,,,SP,6/14/12,18,1.5,,,,,,,,,
,,,,,,SP,6/27/12,0,8.7,1564,1121,0.717,,,,,,
,,,,,,SP,6/27/12,1,8.7,1591,872.08,0.548,,,,,,
,,,,,,SP,6/27/12,2,8.8,1601,594.08,0.371,,,,,,
,,,,,,SP,6/27/12,3,8.8,1605,474.32,0.296,,,,,,
,,,,,,SP,6/27/12,4,8.8,1621,335.36,0.207,,,,,,
,,,,,,SP,6/27/12,5,8.8,1623,276.11,0.17,,,,,,
,,,,,,SP,6/27/12,6,9.7,1622,228.02,0.141,,,,,,
,,,,,,SP,6/27/12,7,10.5,1634,157.9,0.097,,,,,,
,,,,,,SP,6/27/12,8,12.6,1637,115.01,0.07,,,,,,
,,,,,,SP,6/27/12,9,13.4,1630,78.61,0.048,,,,,,
,,,,,,SP,6/27/12,10,13,1621,55.29,0.034,,,,,,
,,,,,,SP,6/27/12,11,11.9,1635,39.73,0.024,,,,,,
,,,,,,SP,6/27/12,12,10.7,1647,26.23,0.016,,,,,,
,,,,,,SP,6/27/12,12,,,,,,,,,,
,,,,,,SP,6/27/12,13,9.8,1650,18.74,0.011,,,,,,
,,,,,,SP,6/27/12,14,7.1,1649,12.54,0.008,,,,,,
,,,,,,SP,6/27/12,15,4.2,1652,8.99,0.005,,,,,,
,,,,,,SP,6/27/12,16,3.6,1650,5.69,0.003,,,,,,
,,,,,,SP,6/27/12,17,2.9,1658,3.79,0.002,,,,,,
,,,,,,SP,6/27/12,18,0.5,1659,2.14,0.001,,,,,,
,,,,,,SP,7/12/12,0,8.4,1198,885.58,0.74,,,,,,
,,,,,,SP,7/12/12,1,8.4,1179,718.16,0.609,,,,,,
,,,,,,SP,7/12/12,2,8.4,1163,486.69,0.419,,,,,,
,,,,,,SP,7/12/12,3,8.4,1163,378.23,0.325,,,,,,
,,,,,,SP,7/12/12,4,8.4,1161,253.42,0.218,,,,,,
,,,,,,SP,7/12/12,5,8.6,1164,221.44,0.19,,,,,,
,,,,,,SP,7/12/12,6,10,1165,173.85,0.149,,,,,,
,,,,,,SP,7/12/12,7,11.4,1167,130.76,0.112,,,,,,
,,,,,,SP,7/12/12,8,13.5,1180,94.81,0.08,,,,,,
,,,,,,SP,7/12/12,9,14.2,1171,65.95,0.056,,,,,,
,,,,,,SP,7/12/12,10,13.9,1185,46.26,0.039,,,,,,
,,,,,,SP,7/12/12,10,,,,,,,,,,
,,,,,,SP,7/12/12,11,12.4,1205,31.13,0.026,,,,,,
,,,,,,SP,7/12/12,12,10.7,1203,21.41,0.018,,,,,,
,,,,,,SP,7/12/12,13,7.4,1206,14.14,0.012,,,,,,
,,,,,,SP,7/12/12,14,4.6,1207,9.37,0.008,,,,,,
,,,,,,SP,7/12/12,15,2.4,1215,6.34,0.005,,,,,,
,,,,,,SP,7/12/12,16,0.7,1225,3.72,0.003,,,,,,
,,,,,,SP,7/12/12,17,0.3,1226,1.66,0.001,,,,,,
,,,,,,SP,7/12/12,18,0.2,1237,0.54,0,,,,,,
,,,,,,SP,7/25/12,0,8.2,293,186.03,0.636,,,,,,
,,,,,,SP,7/25/12,1,8.2,269,95.69,0.356,,,,,,
,,,,,,SP,7/25/12,2,8.3,246,75.92,0.309,,,,,,
,,,,,,SP,7/25/12,3,8.3,229,61.22,0.267,,,,,,
,,,,,,SP,7/25/12,4,8.3,226,54,0.239,,,,,,
,,,,,,SP,7/25/12,5,8.2,230,45.2,0.197,,,,,,
,,,,,,SP,7/25/12,5,,,,,,,,,,
,,,,,,SP,7/25/12,6,8.4,233,37.93,0.163,,,,,,
,,,,,,SP,7/25/12,7,11.1,235,31.12,0.132,,,,,,
,,,,,,SP,7/25/12,8,13.6,237,24.32,0.103,,,,,,
,,,,,,SP,7/25/12,9,14.1,237,19.27,0.081,,,,,,
,,,,,,SP,7/25/12,10,13.6,234,14.12,0.06,,,,,,
,,,,,,SP,7/25/12,11,12.1,229,10.69,0.047,,,,,,
,,,,,,SP,7/25/12,12,10.7,222,7.2,0.032,,,,,,
,,,,,,SP,7/25/12,13,7.8,217,4.96,0.023,,,,,,
,,,,,,SP,7/25/12,14,3.8,205,2.92,0.014,,,,,,
,,,,,,SP,7/25/12,15,1.1,201,1.95,0.01,,,,,,
,,,,,,SP,7/25/12,16,0.4,197,1.06,0.005,,,,,,
,,,,,,SP,7/25/12,17,0.3,,,,,,,,,
,,,,,,SP,7/25/12,18,0.2,,,,,,,,,
,,,,,,SP,8/9/12,0,8.7,267,156.19,0.585,,,,,,
,,,,,,SP,8/9/12,1,8.7,247,93.34,0.377,,,,,,
,,,,,,SP,8/9/12,2,8.6,215,62.1,0.289,,,,,,
,,,,,,SP,8/9/12,3,8.6,210,52.57,0.25,,,,,,
,,,,,,SP,8/9/12,4,8.6,207,40.51,0.196,,,,,,
,,,,,,SP,8/9/12,5,8.6,205,34.41,0.168,,,,,,
,,,,,,SP,8/9/12,6,8.5,197,27.62,0.14,,,,,,
,,,,,,SP,8/9/12,7,8.5,191,21.84,0.114,,,,,,
,,,,,,SP,8/9/12,8,11.5,189,17.48,0.092,,,,,,
,,,,,,SP,8/9/12,8,,,,,,,,,,
,,,,,,SP,8/9/12,9,14.3,188,13.93,0.074,,,,,,
,,,,,,SP,8/9/12,10,13.5,186,11,0.059,,,,,,
,,,,,,SP,8/9/12,11,12.1,181,7.45,0.041,,,,,,
,,,,,,SP,8/9/12,12,10.1,176,5.34,0.03,,,,,,
,,,,,,SP,8/9/12,13,7.3,174,3.59,0.021,,,,,,
,,,,,,SP,8/9/12,14,2.6,172,2.26,0.013,,,,,,
,,,,,,SP,8/9/12,15,1.2,172,1.67,0.01,,,,,,
,,,,,,SP,8/9/12,16,0.4,,,,,,,,,
,,,,,,SP,8/9/12,17,0.3,,,,,,,,,
,,,,,,SP,8/9/12,18,0.3,,,,,,,,,
,,,,,,SP,8/23/12,0,8.9,523,304.79,0.582,,,,,,
,,,,,,SP,8/23/12,0,,,,,,,,,,
,,,,,,SP,8/23/12,1,9,524,202.74,0.387,,,,,,
,,,,,,SP,8/23/12,2,8.9,525,159.26,0.303,,,,,,
,,,,,,SP,8/23/12,3,8.9,525,135.43,0.261,,,,,,
,,,,,,SP,8/23/12,4,9,526,117.41,0.223,,,,,,
,,,,,,SP,8/23/12,5,9,526,98.39,0.187,,,,,,
,,,,,,SP,8/23/12,6,9,528,79.12,0.15,,,,,,
,,,,,,SP,8/23/12,7,8.9,529,64.14,0.121,,,,,,
,,,,,,SP,8/23/12,8,8.9,531,53.39,0.101,,,,,,
,,,,,,SP,8/23/12,9,11,533,43.07,0.081,,,,,,
,,,,,,SP,8/23/12,10,13.2,535,32.69,0.061,,,,,,
,,,,,,SP,8/23/12,11,11.7,538,24.95,0.046,,,,,,
,,,,,,SP,8/23/12,12,8.9,539,18.61,0.035,,,,,,
,,,,,,SP,8/23/12,13,5.4,542,12.43,0.023,,,,,,
,,,,,,SP,8/23/12,14,2.5,543,8.78,0.016,,,,,,
,,,,,,SP,8/23/12,15,0.6,544,5.64,0.01,,,,,,
,,,,,,SP,8/23/12,16,0.3,544,3.11,0.006,,,,,,
,,,,,,SP,8/23/12,17,0.2,543,1.08,0.002,,,,,,
,,,,,,SP,8/23/12,18,0.2,,,,,,,,,
,,,,,,SP,9/5/12,0,8.8,86,35.32,0.413,,,,,,
,,,,,,SP,9/5/12,1,8.8,,,,,,,,,
,,,,,,SP,9/5/12,2,8.7,88,22,0.25,,,,,,
,,,,,,SP,9/5/12,3,8.7,90,22.3,0.247,,,,,,
,,,,,,SP,9/5/12,4,8.7,93,18.57,0.199,,,,,,
,,,,,,SP,9/5/12,5,8.7,94,16.68,0.177,,,,,,
,,,,,,SP,9/5/12,6,8.7,95,14.68,0.154,,,,,,
,,,,,,SP,9/5/12,7,8.7,95,12.31,0.129,,,,,,
,,,,,,SP,9/5/12,8,8.8,95,10.33,0.108,,,,,,
,,,,,,SP,9/5/12,8,,,,,,,,,,
,,,,,,SP,9/5/12,9,12,94,6.47,0.069,,,,,,
,,,,,,SP,9/5/12,10,12.9,,,,,,,,,
,,,,,,SP,9/5/12,11,10.7,92,3.23,0.035,,,,,,
,,,,,,SP,9/5/12,12,6.9,,,,,,,,,
,,,,,,SP,9/5/12,13,4.3,90,2.05,0.023,,,,,,
,,,,,,SP,9/5/12,14,0.7,90,1.35,0.015,,,,,,
,,,,,,SP,9/5/12,15,0.2,90,0.8,0.009,,,,,,
,,,,,,SP,9/5/12,16,0.2,,,,,,,,,
,,,,,,SP,9/5/12,17,0.2,,,,,,,,,
,,,,,,SP,9/5/12,18,0.1,,,,,,,,,
,,,,,,SP,9/17/12,0,9.1,333,196.98,0.591,,,,,,
,,,,,,SP,9/17/12,1,9.1,321,107.13,0.334,,,,,,
,,,,,,SP,9/17/12,2,9,291,64.72,0.223,,,,,,
,,,,,,SP,9/17/12,3,9,256,55.75,0.217,,,,,,
,,,,,,SP,9/17/12,4,9,237,44.63,0.189,,,,,,
,,,,,,SP,9/17/12,5,9,223,35.95,0.161,,,,,,
,,,,,,SP,9/17/12,6,9,220,29.67,0.135,,,,,,
,,,,,,SP,9/17/12,7,9,220,24.44,0.111,,,,,,
,,,,,,SP,9/17/12,8,9,222,20.1,0.09,,,,,,
,,,,,,SP,9/17/12,9,8.9,221,16.17,0.073,,,,,,
,,,,,,SP,9/17/12,10,9.2,212,12.52,0.059,,,,,,
,,,,,,SP,9/17/12,11,10.6,203,9.16,0.045,,,,,,
,,,,,,SP,9/17/12,12,7.8,198,6.22,0.031,,,,,,
,,,,,,SP,9/17/12,12,,,,,,,,,,
,,,,,,SP,9/17/12,13,3,197,4.09,0.021,,,,,,
,,,,,,SP,9/17/12,14,0.5,195,2.81,0.014,,,,,,
,,,,,,SP,9/17/12,15,0.3,174,1.46,0.008,,,,,,
,,,,,,SP,9/17/12,16,0.2,,,,,,,,,
,,,,,,SP,9/17/12,17,0.2,,,,,,,,,
,,,,,,SP,9/17/12,18,0.2,,,,,,,,,
,,,,,,SP,10/4/12,0,9.2,523,282.43,0.54,,,,,,
,,,,,,SP,10/4/12,1,9.2,,,,,,,,,
,,,,,,SP,10/4/12,2,9.2,508,163.19,0.321,,,,,,
,,,,,,SP,10/4/12,3,9.1,513,128.15,0.25,,,,,,
,,,,,,SP,10/4/12,4,9.1,518,87.55,0.169,,,,,,
,,,,,,SP,10/4/12,5,9.1,516,66.87,0.13,,,,,,
,,,,,,SP,10/4/12,6,9.1,514,54.19,0.105,,,,,,
,,,,,,SP,10/4/12,7,9.1,517,43.16,0.084,,,,,,
,,,,,,SP,10/4/12,8,9,512,33.38,0.065,,,,,,
,,,,,,SP,10/4/12,9,8.9,507,25.49,0.05,,,,,,
,,,,,,SP,10/4/12,10,8.9,512,18.5,0.036,,,,,,
,,,,,,SP,10/4/12,11,8.7,505,14.92,0.03,,,,,,
,,,,,,SP,10/4/12,12,7.8,502,11.34,0.023,,,,,,
,,,,,,SP,10/4/12,13,1,502,7.53,0.015,,,,,,
,,,,,,SP,10/4/12,14,0.3,502,4.22,0.008,,,,,,
,,,,,,SP,10/4/12,15,0.2,500,1.61,0.003,,,,,,
,,,,,,SP,10/4/12,16,0.2,505,0.21,0,,,,,,
,,,,,,SP,10/4/12,17,0.2,,,,,,,,,
,,,,,,SP,10/4/12,18,0.1,,,,,,,,,
,,,,,,SP,10/4/12,18,,,,,,,,,,
,,,,,,SP,10/19/12,0,9.1,208,185.99,0.894,,,,,,
,,,,,,SP,10/19/12,1,9,205,80.24,0.392,,,,,,
,,,,,,SP,10/19/12,2,9,201,41.62,0.207,,,,,,
,,,,,,SP,10/19/12,3,8.9,202,30.82,0.153,,,,,,
,,,,,,SP,10/19/12,4,8.9,199,19.16,0.096,,,,,,
,,,,,,SP,10/19/12,5,8.9,195,11.96,0.061,,,,,,
,,,,,,SP,10/19/12,6,8.9,196,7.74,0.04,,,,,,
,,,,,,SP,10/19/12,7,8.8,200,4.99,0.025,,,,,,
,,,,,,SP,10/19/12,8,8.8,201,3.41,0.017,,,,,,
,,,,,,SP,10/19/12,9,8.8,201,2.29,0.011,,,,,,
,,,,,,SP,10/19/12,10,8.8,199,1.39,0.007,,,,,,
,,,,,,SP,10/19/12,11,8.8,200,1.06,0.005,,,,,,
,,,,,,SP,10/19/12,12,8.7,,,,,,,,,
,,,,,,SP,10/19/12,13,8.7,,,,,,,,,
,,,,,,SP,10/19/12,14,8.5,,,,,,,,,
,,,,,,SP,10/19/12,15,8.5,,,,,,,,,
,,,,,,SP,10/19/12,16,8.1,,,,,,,,,
,,,,,,SP,10/19/12,17,7.8,,,,,,,,,
,,,,,,SP,10/19/12,17,,,,,,,,,,
,,,,,,SP,10/31/12,0,9.5,183,131.98,0.72,,,,,,
,,,,,,SP,10/31/12,1,9.4,189,61.8,0.326,,,,,,
,,,,,,SP,10/31/12,2,9.4,201,29.56,0.147,,,,,,
,,,,,,SP,10/31/12,3,9.3,211,23.08,0.11,,,,,,
,,,,,,SP,10/31/12,4,9.3,213,16,0.075,,,,,,
,,,,,,SP,10/31/12,5,9.3,211,9.92,0.047,,,,,,
,,,,,,SP,10/31/12,6,9.3,203,7,0.034,,,,,,
,,,,,,SP,10/31/12,7,9.2,195,4.29,0.022,,,,,,
,,,,,,SP,10/31/12,8,9.2,194,2.58,0.013,,,,,,
,,,,,,SP,10/31/12,9,9.2,199,1.66,0.008,,,,,,
,,,,,,SP,10/31/12,10,9.2,204,1.13,0.006,,,,,,
,,,,,,SP,10/31/12,11,9.2,209,0.76,0.004,,,,,,
,,,,,,SP,10/31/12,12,9.2,,,,,,,,,
,,,,,,SP,10/31/12,13,9.2,,,,,,,,,
,,,,,,SP,10/31/12,14,9.1,,,,,,,,,
,,,,,,SP,10/31/12,15,9.1,,,,,,,,,
,,,,,,SP,10/31/12,16,9.1,,,,,,,,,
,,,,,,SP,10/31/12,17,9.1,,,,,,,,,
,,,,,,SP,10/31/12,18,9.1,,,,,,,,,
,,,,,,SP,10/31/12,18,,,,,,,,,,
,,,,,,SP,11/12/12,0,9.9,129,81.46,0.631,,,,,,
,,,,,,SP,11/12/12,1,9.8,132,19.31,0.146,,,,,,
,,,,,,SP,11/12/12,2,9.7,134,19.96,0.149,,,,,,
,,,,,,SP,11/12/12,3,9.7,134,16.79,0.125,,,,,,
,,,,,,SP,11/12/12,4,9.6,136,12.42,0.091,,,,,,
,,,,,,SP,11/12/12,5,9.6,142,8.91,0.063,,,,,,
,,,,,,SP,11/12/12,6,9.6,149,6.86,0.046,,,,,,
,,,,,,SP,11/12/12,7,9.5,171,5.53,0.032,,,,,,
,,,,,,SP,11/12/12,8,9.5,179,4.04,0.023,,,,,,
,,,,,,SP,11/12/12,9,9.5,184,2.68,0.015,,,,,,
,,,,,,SP,11/12/12,10,9.5,182,1.81,0.01,,,,,,
,,,,,,SP,11/12/12,10,,,,,,,,,,
,,,,,,SP,11/12/12,11,9.5,175,1.18,0.007,,,,,,
,,,,,,SP,11/12/12,12,9.5,168,0.77,0.005,,,,,,
,,,,,,SP,11/12/12,13,9.4,,,,,,,,,
,,,,,,SP,11/12/12,14,9.4,,,,,,,,,
,,,,,,SP,11/12/12,15,9.4,,,,,,,,,
